id,type,group,name
197,7,suVelFromPos,vy
198,7,suVelFromPos,vz
199,3,memTst,errCntW
200,2,range,front
201,2,range,back
202,2,range,up
203,2,range,left
204,2,range,right
205,2,range,zrange
206,7,sensfusion6,qw
207,7,sensfusion6,qx
208,7,sensfusion6,qy
209,7,sensfusion6,qz
210,7,sensfusion6,gravityX
211,7,sensfusion6,gravityY
212,7,sensfusion6,gravityZ
213,7,sensfusion6,accZbase
214,1,sensfusion6,isInit
215,1,sensfusion6,isCalibrated
216,7,acc,x
217,7,acc,y
218,7,acc,z
219,7,baro,asl
220,7,baro,temp
221,7,baro,pressure
222,5,controller,ctr_yaw
223,7,controller,cmd_thrust
224,7,controller,cmd_roll
225,7,controller,cmd_pitch
226,7,controller,cmd_yaw
227,7,controller,r_roll
228,7,controller,r_pitch
229,7,controller,r_yaw
230,7,controller,accelz
231,7,controller,actuatorThrust
232,7,controller,roll
233,7,controller,pitch
234,7,controller,yaw
235,7,controller,rollRate
236,7,controller,pitchRate
237,7,controller,yawRate
238,7,ctrltarget,x
239,7,ctrltarget,y
240,7,ctrltarget,z
241,7,ctrltarget,vx
242,7,ctrltarget,vy
243,7,ctrltarget,vz
244,7,ctrltarget,ax
245,7,ctrltarget,ay
246,7,ctrltarget,az
247,7,ctrltarget,roll
248,7,ctrltarget,pitch
249,7,ctrltarget,yaw
250,5,ctrltargetZ,x
251,5,ctrltargetZ,y
252,5,ctrltargetZ,z
253,5,ctrltargetZ,vx
254,5,ctrltargetZ,vy
255,5,ctrltargetZ,vz
256,5,ctrltargetZ,ax
257,5,ctrltargetZ,ay
258,5,ctrltargetZ,az
259,7,mag,x
260,7,mag,y
261,7,mag,z
262,7,stabilizer,roll
263,7,stabilizer,pitch
264,7,stabilizer,yaw
265,7,stabilizer,thrust
266,7,stabilizer,rtStab
267,3,stabilizer,intToOut
268,7,stateEstimate,x
269,7,stateEstimate,y
270,7,stateEstimate,z
271,7,stateEstimate,vx
272,7,stateEstimate,vy
273,7,stateEstimate,vz
274,7,stateEstimate,ax
275,7,stateEstimate,ay
276,7,stateEstimate,az
277,7,stateEstimate,roll
278,7,stateEstimate,pitch
279,7,stateEstimate,yaw
280,7,stateEstimate,qx
281,7,stateEstimate,qy
282,7,stateEstimate,qz
283,7,stateEstimate,qw
284,5,stateEstimateZ,x
285,5,stateEstimateZ,y
286,5,stateEstimateZ,z
287,5,stateEstimateZ,vx
288,5,stateEstimateZ,vy
289,5,stateEstimateZ,vz
290,5,stateEstimateZ,ax
291,5,stateEstimateZ,ay
292,5,stateEstimateZ,az
293,3,stateEstimateZ,quat
294,5,stateEstimateZ,rateRoll
295,5,stateEstimateZ,ratePitch
296,5,stateEstimateZ,rateYaw
297,2,supervisor,info
298,1,sys,canfly
299,1,sys,isFlying
300,1,sys,isTumbled
301,4,sys,testLogParam
302,7,tdoaEngine,stRx
303,7,tdoaEngine,stEst
304,7,tdoaEngine,stTime
305,7,tdoaEngine,stFound
306,7,tdoaEngine,stCc
307,7,tdoaEngine,stHit
308,7,tdoaEngine,stMiss
309,7,tdoaEngine,cc
310,2,tdoaEngine,tof
311,7,tdoaEngine,tdoa
312,7,kalman_pred,predNX
313,7,kalman_pred,predNY
314,7,kalman_pred,measNX
315,7,kalman_pred,measNY
316,1,lighthouse,validAngles
317,7,lighthouse,rawAngle0x
318,7,lighthouse,rawAngle0y
319,7,lighthouse,rawAngle1x
320,7,lighthouse,rawAngle1y
321,7,lighthouse,angle0x
322,7,lighthouse,angle0y
323,7,lighthouse,angle1x
324,7,lighthouse,angle1y
325,7,lighthouse,angle0x_1
326,7,lighthouse,angle0y_1
327,7,lighthouse,angle1x_1
328,7,lighthouse,angle1y_1
329,7,lighthouse,angle0x_2
330,7,lighthouse,angle0y_2
331,7,lighthouse,angle1x_2
332,7,lighthouse,angle1y_2
333,7,lighthouse,angle0x_3
334,7,lighthouse,angle0y_3
335,7,lighthouse,angle1x_3
336,7,lighthouse,angle1y_3
337,7,lighthouse,rawAngle0xlh2
338,7,lighthouse,rawAngle0ylh2
339,7,lighthouse,rawAngle1xlh2
340,7,lighthouse,rawAngle1ylh2
341,7,lighthouse,angle0x_0lh2
342,7,lighthouse,angle0y_0lh2
343,7,lighthouse,angle1x_0lh2
344,7,lighthouse,angle1y_0lh2
345,2,lighthouse,width0
346,2,lighthouse,width1
347,2,lighthouse,width2
348,2,lighthouse,width3
349,1,lighthouse,comSync
350,2,lighthouse,bsAvailable
351,2,lighthouse,bsReceive
352,2,lighthouse,bsActive
353,2,lighthouse,bsCalUd
354,2,lighthouse,bsCalCon
355,1,lighthouse,status
356,7,lighthouse,posRt
357,7,lighthouse,estBs0Rt
358,7,lighthouse,estBs1Rt
359,7,lighthouse,x
360,7,lighthouse,y
361,7,lighthouse,z
362,7,lighthouse,delta
363,2,lighthouse,bsGeoVal
364,2,lighthouse,bsCalVal
365,7,lighthouse,disProb
366,7,pid_attitude,roll_outP
367,7,pid_attitude,roll_outI
368,7,pid_attitude,roll_outD
369,7,pid_attitude,roll_outFF
370,7,pid_attitude,pitch_outP
371,7,pid_attitude,pitch_outI
372,7,pid_attitude,pitch_outD
373,7,pid_attitude,pitch_outFF
374,7,pid_attitude,yaw_outP
375,7,pid_attitude,yaw_outI
376,7,pid_attitude,yaw_outD
377,7,pid_attitude,yaw_outFF
378,7,pid_rate,roll_outP
379,7,pid_rate,roll_outI
380,7,pid_rate,roll_outD
381,7,pid_rate,roll_outFF
382,7,pid_rate,pitch_outP
383,7,pid_rate,pitch_outI
384,7,pid_rate,pitch_outD
385,7,pid_rate,pitch_outFF
386,7,pid_rate,yaw_outP
387,7,pid_rate,yaw_outI
388,7,pid_rate,yaw_outD
389,7,pid_rate,yaw_outFF
390,7,ctrlINDI,cmd_thrust
391,7,ctrlINDI,cmd_roll
392,7,ctrlINDI,cmd_pitch
393,7,ctrlINDI,cmd_yaw
394,7,ctrlINDI,r_roll
395,7,ctrlINDI,r_pitch
396,7,ctrlINDI,r_yaw
397,7,ctrlINDI,u_act_dyn_p
398,7,ctrlINDI,u_act_dyn_q
399,7,ctrlINDI,u_act_dyn_r
400,7,ctrlINDI,du_p
401,7,ctrlINDI,du_q
402,7,ctrlINDI,du_r
403,7,ctrlINDI,ang_accel_ref_p
404,7,ctrlINDI,ang_accel_ref_q
405,7,ctrlINDI,ang_accel_ref_r
406,7,ctrlINDI,rate_d[0]
407,7,ctrlINDI,rate_d[1]
408,7,ctrlINDI,rate_d[2]
409,7,ctrlINDI,uf_p
410,7,ctrlINDI,uf_q
411,7,ctrlINDI,uf_r
412,7,ctrlINDI,Omega_f_p
413,7,ctrlINDI,Omega_f_q
414,7,ctrlINDI,Omega_f_r
415,7,ctrlINDI,n_p
416,7,ctrlINDI,n_q
417,7,ctrlINDI,n_r
418,7,ctrlMel,cmd_thrust
419,7,ctrlMel,cmd_roll
420,7,ctrlMel,cmd_pitch
421,7,ctrlMel,cmd_yaw
422,7,ctrlMel,r_roll
423,7,ctrlMel,r_pitch
424,7,ctrlMel,r_yaw
425,7,ctrlMel,accelz
426,7,ctrlMel,zdx
427,7,ctrlMel,zdy
428,7,ctrlMel,zdz
429,7,ctrlMel,i_err_x
430,7,ctrlMel,i_err_y
431,7,ctrlMel,i_err_z
432,7,posCtrlIndi,posRef_x
433,7,posCtrlIndi,posRef_y
434,7,posCtrlIndi,posRef_z
435,7,posCtrlIndi,velS_x
436,7,posCtrlIndi,velS_y
437,7,posCtrlIndi,velS_z
438,7,posCtrlIndi,velRef_x
439,7,posCtrlIndi,velRef_y
440,7,posCtrlIndi,velRef_z
441,7,posCtrlIndi,angS_roll
442,7,posCtrlIndi,angS_pitch
443,7,posCtrlIndi,angS_yaw
444,7,posCtrlIndi,angF_roll
445,7,posCtrlIndi,angF_pitch
446,7,posCtrlIndi,angF_yaw
447,7,posCtrlIndi,accRef_x
448,7,posCtrlIndi,accRef_y
449,7,posCtrlIndi,accRef_z
450,7,posCtrlIndi,accS_x
451,7,posCtrlIndi,accS_y
452,7,posCtrlIndi,accS_z
453,7,posCtrlIndi,accF_x
454,7,posCtrlIndi,accF_y
455,7,posCtrlIndi,accF_z
456,7,posCtrlIndi,accFT_x
457,7,posCtrlIndi,accFT_y
458,7,posCtrlIndi,accFT_z
459,7,posCtrlIndi,accErr_x
460,7,posCtrlIndi,accErr_y
461,7,posCtrlIndi,accErr_z
462,7,posCtrlIndi,phi_tilde
463,7,posCtrlIndi,theta_tilde
464,7,posCtrlIndi,T_tilde
465,7,posCtrlIndi,T_inner
466,7,posCtrlIndi,T_inner_f
467,7,posCtrlIndi,T_incremented
468,7,posCtrlIndi,cmd_phi
469,7,posCtrlIndi,cmd_theta
470,7,posCtl,targetVX
471,7,posCtl,targetVY
472,7,posCtl,targetVZ
473,7,posCtl,targetX
474,7,posCtl,targetY
475,7,posCtl,targetZ
476,7,posCtl,bodyVX
477,7,posCtl,bodyVY
478,7,posCtl,bodyX
479,7,posCtl,bodyY
480,7,posCtl,Xp
481,7,posCtl,Xi
482,7,posCtl,Xd
483,7,posCtl,Xff
484,7,posCtl,Yp
485,7,posCtl,Yi
486,7,posCtl,Yd
487,7,posCtl,Yff
488,7,posCtl,Zp
489,7,posCtl,Zi
490,7,posCtl,Zd
491,7,posCtl,Zff
492,7,posCtl,VXp
493,7,posCtl,VXi
494,7,posCtl,VXd
495,7,posCtl,VXff
496,7,posCtl,VYp
497,7,posCtl,VYi
498,7,posCtl,VYd
499,7,posCtl,VYff
500,7,posCtl,VZp
501,7,posCtl,VZi
502,7,posCtl,VZd
503,7,posCtl,VZff
504,7,ctrlLee,KR_x
505,7,ctrlLee,KR_y
506,7,ctrlLee,KR_z
507,7,ctrlLee,Kw_x
508,7,ctrlLee,Kw_y
509,7,ctrlLee,Kw_z
510,7,ctrlLee,Kpos_Px
511,7,ctrlLee,Kpos_Py
512,7,ctrlLee,Kpos_Pz
513,7,ctrlLee,Kpos_Dx
514,7,ctrlLee,Kpos_Dy
515,7,ctrlLee,Kpos_Dz
516,7,ctrlLee,thrustSi
517,7,ctrlLee,torquex
518,7,ctrlLee,torquey
519,7,ctrlLee,torquez
520,7,ctrlLee,rpyx
521,7,ctrlLee,rpyy
522,7,ctrlLee,rpyz
523,7,ctrlLee,rpydx
524,7,ctrlLee,rpydy
525,7,ctrlLee,rpydz
526,7,ctrlLee,error_posx
527,7,ctrlLee,error_posy
528,7,ctrlLee,error_posz
529,7,ctrlLee,error_velx
530,7,ctrlLee,error_vely
531,7,ctrlLee,error_velz
532,7,ctrlLee,omegax
533,7,ctrlLee,omegay
534,7,ctrlLee,omegaz
535,7,ctrlLee,omegarx
536,7,ctrlLee,omegary
537,7,ctrlLee,omegarz
538,7,kalman,stateX
539,7,kalman,stateY
540,7,kalman,stateZ
541,7,kalman,statePX
542,7,kalman,statePY
543,7,kalman,statePZ
544,7,kalman,stateD0
545,7,kalman,stateD1
546,7,kalman,stateD2
547,7,kalman,varX
548,7,kalman,varY
549,7,kalman,varZ
550,7,kalman,varPX
551,7,kalman,varPY
552,7,kalman,varPZ
553,7,kalman,varD0
554,7,kalman,varD1
555,7,kalman,varD2
556,7,kalman,q0
557,7,kalman,q1
558,7,kalman,q2
559,7,kalman,q3
560,7,kalman,qComp0
561,7,kalman,qComp1
562,7,kalman,qComp2
563,7,kalman,qComp3
564,1,kalman,useCompAttOut
565,1,kalman,slaveAttToComp
566,7,kalman,rtUpdate
567,7,kalman,rtPred
568,7,kalman,rtFinal
569,7,kalman,accX_ext
570,7,kalman,accY_ext
571,7,kalman,accZ_ext
572,6,outlierf,lhWin
573,7,estimator,rtApnd
574,7,estimator,rtRej
575,7,posEstAlt,estimatedZ
576,7,posEstAlt,estVZ
577,7,posEstAlt,velocityZ
578,1,DTR_P2P,rx_state
579,1,DTR_P2P,tx_state
