id,type,group,name
207,7,controller,yawRate
208,7,ctrltarget,x
209,7,ctrltarget,y
210,7,ctrltarget,z
211,7,ctrltarget,yaw_sp
212,7,ctrltarget,vx
213,7,ctrltarget,vy
214,7,ctrltarget,vz
215,7,ctrltarget,ax
216,7,ctrltarget,ay
217,7,ctrltarget,az
218,7,ctrltarget,roll
219,7,ctrltarget,pitch
220,7,ctrltarget,yaw
221,5,ctrltargetZ,x
222,5,ctrltargetZ,y
223,5,ctrltargetZ,z
224,5,ctrltargetZ,vx
225,5,ctrltargetZ,vy
226,5,ctrltargetZ,vz
227,5,ctrltargetZ,ax
228,5,ctrltargetZ,ay
229,5,ctrltargetZ,az
230,7,mag,x
231,7,mag,y
232,7,mag,z
233,7,stabilizer,roll
234,7,stabilizer,pitch
235,7,stabilizer,yaw
236,7,stabilizer,thrust
237,7,stabilizer,rtStab
238,3,stabilizer,intToOut
239,7,stateEstimate,x
240,7,stateEstimate,y
241,7,stateEstimate,z
242,7,stateEstimate,vx
243,7,stateEstimate,vy
244,7,stateEstimate,vz
245,7,stateEstimate,ax
246,7,stateEstimate,ay
247,7,stateEstimate,az
248,7,stateEstimate,roll
249,7,stateEstimate,pitch
250,7,stateEstimate,yaw
251,7,stateEstimate,qx
252,7,stateEstimate,qy
253,7,stateEstimate,qz
254,7,stateEstimate,qw
255,5,stateEstimateZ,x
256,5,stateEstimateZ,y
257,5,stateEstimateZ,z
258,5,stateEstimateZ,vx
259,5,stateEstimateZ,vy
260,5,stateEstimateZ,vz
261,5,stateEstimateZ,ax
262,5,stateEstimateZ,ay
263,5,stateEstimateZ,az
264,3,stateEstimateZ,quat
265,5,stateEstimateZ,rateRoll
266,5,stateEstimateZ,ratePitch
267,5,stateEstimateZ,rateYaw
268,7,suWrenchObs,suFx
269,7,suWrenchObs,suFy
270,7,suWrenchObs,suFz
271,7,suWrenchObs,suTx
272,7,suWrenchObs,suTy
273,7,suWrenchObs,suTz
274,7,suWrenchObs,suWFx
275,7,suWrenchObs,suWFy
276,7,suWrenchObs,suWFz
277,7,suWrenchObs,suWFx_scaled
278,7,suWrenchObs,suWFy_scaled
279,7,suWrenchObs,suWFz_scaled
280,7,suWrenchObs,suV
281,7,suWrenchObs,suDt
282,7,suWrenchObs,suDtraw
283,7,suWrenchObs,suFextX
284,7,suWrenchObs,suFextY
285,7,suWrenchObs,suFextZ
286,7,suWrenchObs,suFextX_raw
287,7,suWrenchObs,suFextY_raw
288,7,suWrenchObs,suFextZ_raw
289,7,suWrenchObs,suTextX
290,7,suWrenchObs,suTextY
291,7,suWrenchObs,suTextZ
292,7,su_cmd_dbg,use_vel_mode
293,7,su_cmd_dbg,cmd_fx
294,7,su_cmd_dbg,adm_K
295,7,su_cmd_sp,x_int
296,7,su_cmd_sp,y_int
297,7,su_cmd_sp,z_int
298,7,su_cmd_sp,yaw_int
299,7,suVelFromPos,vx
300,7,suVelFromPos,vy
301,7,suVelFromPos,vz
302,2,supervisor,info
303,1,sys,canfly
304,1,sys,isFlying
305,1,sys,isTumbled
306,4,sys,testLogParam
307,7,tdoaEngine,stRx
308,7,tdoaEngine,stEst
309,7,tdoaEngine,stTime
310,7,tdoaEngine,stFound
311,7,tdoaEngine,stCc
312,7,tdoaEngine,stHit
313,7,tdoaEngine,stMiss
314,7,tdoaEngine,cc
315,2,tdoaEngine,tof
316,7,tdoaEngine,tdoa
317,7,kalman_pred,predNX
318,7,kalman_pred,predNY
319,7,kalman_pred,measNX
320,7,kalman_pred,measNY
321,1,lighthouse,validAngles
322,7,lighthouse,rawAngle0x
323,7,lighthouse,rawAngle0y
324,7,lighthouse,rawAngle1x
325,7,lighthouse,rawAngle1y
326,7,lighthouse,angle0x
327,7,lighthouse,angle0y
328,7,lighthouse,angle1x
329,7,lighthouse,angle1y
330,7,lighthouse,angle0x_1
331,7,lighthouse,angle0y_1
332,7,lighthouse,angle1x_1
333,7,lighthouse,angle1y_1
334,7,lighthouse,angle0x_2
335,7,lighthouse,angle0y_2
336,7,lighthouse,angle1x_2
337,7,lighthouse,angle1y_2
338,7,lighthouse,angle0x_3
339,7,lighthouse,angle0y_3
340,7,lighthouse,angle1x_3
341,7,lighthouse,angle1y_3
342,7,lighthouse,rawAngle0xlh2
343,7,lighthouse,rawAngle0ylh2
344,7,lighthouse,rawAngle1xlh2
345,7,lighthouse,rawAngle1ylh2
346,7,lighthouse,angle0x_0lh2
347,7,lighthouse,angle0y_0lh2
348,7,lighthouse,angle1x_0lh2
349,7,lighthouse,angle1y_0lh2
350,2,lighthouse,width0
351,2,lighthouse,width1
352,2,lighthouse,width2
353,2,lighthouse,width3
354,1,lighthouse,comSync
355,2,lighthouse,bsAvailable
356,2,lighthouse,bsReceive
357,2,lighthouse,bsActive
358,2,lighthouse,bsCalUd
359,2,lighthouse,bsCalCon
360,1,lighthouse,status
361,7,lighthouse,posRt
362,7,lighthouse,estBs0Rt
363,7,lighthouse,estBs1Rt
364,7,lighthouse,x
365,7,lighthouse,y
366,7,lighthouse,z
367,7,lighthouse,delta
368,2,lighthouse,bsGeoVal
369,2,lighthouse,bsCalVal
370,7,lighthouse,disProb
371,7,pid_attitude,roll_outP
372,7,pid_attitude,roll_outI
373,7,pid_attitude,roll_outD
374,7,pid_attitude,roll_outFF
375,7,pid_attitude,pitch_outP
376,7,pid_attitude,pitch_outI
377,7,pid_attitude,pitch_outD
378,7,pid_attitude,pitch_outFF
379,7,pid_attitude,yaw_outP
380,7,pid_attitude,yaw_outI
381,7,pid_attitude,yaw_outD
382,7,pid_attitude,yaw_outFF
383,7,pid_rate,roll_outP
384,7,pid_rate,roll_outI
385,7,pid_rate,roll_outD
386,7,pid_rate,roll_outFF
387,7,pid_rate,pitch_outP
388,7,pid_rate,pitch_outI
389,7,pid_rate,pitch_outD
390,7,pid_rate,pitch_outFF
391,7,pid_rate,yaw_outP
392,7,pid_rate,yaw_outI
393,7,pid_rate,yaw_outD
394,7,pid_rate,yaw_outFF
395,7,ctrlINDI,cmd_thrust
396,7,ctrlINDI,cmd_roll
397,7,ctrlINDI,cmd_pitch
398,7,ctrlINDI,cmd_yaw
399,7,ctrlINDI,r_roll
400,7,ctrlINDI,r_pitch
401,7,ctrlINDI,r_yaw
402,7,ctrlINDI,u_act_dyn_p
403,7,ctrlINDI,u_act_dyn_q
404,7,ctrlINDI,u_act_dyn_r
405,7,ctrlINDI,du_p
406,7,ctrlINDI,du_q
407,7,ctrlINDI,du_r
408,7,ctrlINDI,ang_accel_ref_p
409,7,ctrlINDI,ang_accel_ref_q
410,7,ctrlINDI,ang_accel_ref_r
411,7,ctrlINDI,rate_d[0]
412,7,ctrlINDI,rate_d[1]
413,7,ctrlINDI,rate_d[2]
414,7,ctrlINDI,uf_p
415,7,ctrlINDI,uf_q
416,7,ctrlINDI,uf_r
417,7,ctrlINDI,Omega_f_p
418,7,ctrlINDI,Omega_f_q
419,7,ctrlINDI,Omega_f_r
420,7,ctrlINDI,n_p
421,7,ctrlINDI,n_q
422,7,ctrlINDI,n_r
423,7,ctrlMel,cmd_thrust
424,7,ctrlMel,cmd_roll
425,7,ctrlMel,cmd_pitch
426,7,ctrlMel,cmd_yaw
427,7,ctrlMel,r_roll
428,7,ctrlMel,r_pitch
429,7,ctrlMel,r_yaw
430,7,ctrlMel,accelz
431,7,ctrlMel,zdx
432,7,ctrlMel,zdy
433,7,ctrlMel,zdz
434,7,ctrlMel,i_err_x
435,7,ctrlMel,i_err_y
436,7,ctrlMel,i_err_z
437,7,posCtrlIndi,posRef_x
438,7,posCtrlIndi,posRef_y
439,7,posCtrlIndi,posRef_z
440,7,posCtrlIndi,velS_x
441,7,posCtrlIndi,velS_y
442,7,posCtrlIndi,velS_z
443,7,posCtrlIndi,velRef_x
444,7,posCtrlIndi,velRef_y
445,7,posCtrlIndi,velRef_z
446,7,posCtrlIndi,angS_roll
447,7,posCtrlIndi,angS_pitch
448,7,posCtrlIndi,angS_yaw
449,7,posCtrlIndi,angF_roll
450,7,posCtrlIndi,angF_pitch
451,7,posCtrlIndi,angF_yaw
452,7,posCtrlIndi,accRef_x
453,7,posCtrlIndi,accRef_y
454,7,posCtrlIndi,accRef_z
455,7,posCtrlIndi,accS_x
456,7,posCtrlIndi,accS_y
457,7,posCtrlIndi,accS_z
458,7,posCtrlIndi,accF_x
459,7,posCtrlIndi,accF_y
460,7,posCtrlIndi,accF_z
461,7,posCtrlIndi,accFT_x
462,7,posCtrlIndi,accFT_y
463,7,posCtrlIndi,accFT_z
464,7,posCtrlIndi,accErr_x
465,7,posCtrlIndi,accErr_y
466,7,posCtrlIndi,accErr_z
467,7,posCtrlIndi,phi_tilde
468,7,posCtrlIndi,theta_tilde
469,7,posCtrlIndi,T_tilde
470,7,posCtrlIndi,T_inner
471,7,posCtrlIndi,T_inner_f
472,7,posCtrlIndi,T_incremented
473,7,posCtrlIndi,cmd_phi
474,7,posCtrlIndi,cmd_theta
475,7,posCtl,targetVX
476,7,posCtl,targetVY
477,7,posCtl,targetVZ
478,7,posCtl,targetX
479,7,posCtl,targetY
480,7,posCtl,targetZ
481,7,posCtl,bodyVX
482,7,posCtl,bodyVY
483,7,posCtl,bodyX
484,7,posCtl,bodyY
485,7,posCtl,Xp
486,7,posCtl,Xi
487,7,posCtl,Xd
488,7,posCtl,Xff
489,7,posCtl,Yp
490,7,posCtl,Yi
491,7,posCtl,Yd
492,7,posCtl,Yff
493,7,posCtl,Zp
494,7,posCtl,Zi
495,7,posCtl,Zd
496,7,posCtl,Zff
497,7,posCtl,VXp
498,7,posCtl,VXi
499,7,posCtl,VXd
500,7,posCtl,VXff
501,7,posCtl,VYp
502,7,posCtl,VYi
503,7,posCtl,VYd
504,7,posCtl,VYff
505,7,posCtl,VZp
506,7,posCtl,VZi
507,7,posCtl,VZd
508,7,posCtl,VZff
509,7,ctrlLee,KR_x
510,7,ctrlLee,KR_y
511,7,ctrlLee,KR_z
512,7,ctrlLee,Kw_x
513,7,ctrlLee,Kw_y
514,7,ctrlLee,Kw_z
515,7,ctrlLee,Kpos_Px
516,7,ctrlLee,Kpos_Py
517,7,ctrlLee,Kpos_Pz
518,7,ctrlLee,Kpos_Dx
519,7,ctrlLee,Kpos_Dy
520,7,ctrlLee,Kpos_Dz
521,7,ctrlLee,thrustSi
522,7,ctrlLee,torquex
523,7,ctrlLee,torquey
524,7,ctrlLee,torquez
525,7,ctrlLee,rpyx
526,7,ctrlLee,rpyy
527,7,ctrlLee,rpyz
528,7,ctrlLee,rpydx
529,7,ctrlLee,rpydy
530,7,ctrlLee,rpydz
531,7,ctrlLee,error_posx
532,7,ctrlLee,error_posy
533,7,ctrlLee,error_posz
534,7,ctrlLee,error_velx
535,7,ctrlLee,error_vely
536,7,ctrlLee,error_velz
537,7,ctrlLee,omegax
538,7,ctrlLee,omegay
539,7,ctrlLee,omegaz
540,7,ctrlLee,omegarx
541,7,ctrlLee,omegary
542,7,ctrlLee,omegarz
543,7,kalman,stateX
544,7,kalman,stateY
545,7,kalman,stateZ
546,7,kalman,statePX
547,7,kalman,statePY
548,7,kalman,statePZ
549,7,kalman,stateD0
550,7,kalman,stateD1
551,7,kalman,stateD2
552,7,kalman,varX
553,7,kalman,varY
554,7,kalman,varZ
555,7,kalman,varPX
556,7,kalman,varPY
557,7,kalman,varPZ
558,7,kalman,varD0
559,7,kalman,varD1
560,7,kalman,varD2
561,7,kalman,q0
562,7,kalman,q1
563,7,kalman,q2
564,7,kalman,q3
565,7,kalman,qComp0
566,7,kalman,qComp1
567,7,kalman,qComp2
568,7,kalman,qComp3
569,1,kalman,useCompAttOut
570,1,kalman,slaveAttToComp
571,7,kalman,rtUpdate
572,7,kalman,rtPred
573,7,kalman,rtFinal
574,7,kalman,accX_ext
575,7,kalman,accY_ext
576,7,kalman,accZ_ext
577,6,outlierf,lhWin
578,7,estimator,rtApnd
579,7,estimator,rtRej
580,7,posEstAlt,estimatedZ
581,7,posEstAlt,estVZ
582,7,posEstAlt,velocityZ
583,1,DTR_P2P,rx_state
584,1,DTR_P2P,tx_state
